start	end	text
733460	733760	from
734240	734880	one's
734880	734980	from
734980	735120	the
735120	735320	West
735320	735600	Coast
735680	735920	one's
735920	736000	from
736000	736100	the
736100	736300	East
736300	736740	Coast
736780	737140	so
737140	737220	I
737220	737540	don't
737540	737680	[*]
737680	737820	I
737820	738040	don't
738040	738160	know
740400	740980	Yeah
741680	742440	I
742440	742620	am
742620	742940	[*]
742940	743380	dating
743380	743540	a
743540	743760	girl
743780	743900	and
743900	744120	that's
744120	744240	going
744240	744400	[*]
744400	744520	fairly
744520	744740	well
744800	744920	so
744920	745140	I'm
745140	745540	[*]
745540	745820	hoping
745820	746060	things
746060	746260	work
746260	746480	out
746480	746720	there
746820	746960	and
746960	747020	I
747640	748140	you
748140	748360	know
748380	748440	have
748440	748560	a
748560	748820	family
748820	749020	[*]
749020	749120	someday
749260	749400	all
749400	749520	that
749520	749700	type
749700	749820	of
749820	750120	stuff
750120	750540	So
751180	751900	[*]
751900	752560	yeah
753860	754240	[*]
754240	754340	Yeah
766520	767180	Um
769180	769200	I
769200	769280	mean
769340	769480	I'm
769480	769600	probably
769600	769700	going
769700	769820	to
769820	770000	stick
770000	770260	with
771180	771200	working
771200	771360	[*]
771360	771700	with
771700	771800	working
771800	771820	out
771820	771840	and
771840	772300	weightlifting
772420	772560	and
772560	772620	I
772620	772800	also
772800	773000	play
773000	773320	volleyball
773320	773660	pretty
773660	773720	[*]
773720	774040	regularly
774140	774440	And
774440	775300	[*]
775300	775420	I
775420	775640	don't
775640	775700	see
775700	775960	that
775960	776240	[*]
776240	776440	changing
776440	777280	anytime
777280	777740	soon
777860	778400	so
778440	779320	[*]
779320	779960	yeah
780060	780860	[*]
780860	781960	yeah
782100	782640	[*]
782640	782900	those
782900	783020	are
783020	783160	the
783160	783420	things
783600	784840	[*]
784840	785060	I
785060	791400	[*]
791400	791680	know
791680	792020	I'm
792020	792760	[*]
792760	793020	fairly
793020	793520	smart
793700	794340	[*]
794340	794480	um
794480	794780	[*]
794780	795480	I'm
795480	796500	[*]
796500	796860	just
796860	797040	my
797040	797440	curiosity
797440	797900	is
797900	798180	definitely
798180	798420	one
798420	798540	of
798540	798680	them
798680	798760	I
798760	798860	love
798860	799220	learning
799220	799500	about
799500	799880	things
801320	801440	Um
806720	806740	uh
807440	807460	so
807460	807480	you
807480	807500	know
807500	807580	all
807580	807600	these
807600	807960	um
807960	812060	[*]
812060	812260	I
812260	812280	it's
820580	821600	[*]
821600	822860	I'm
828660	829220	[*]
829220	829800	I'm
829800	829940	not
829940	829960	100%.
829960	829980	Or
830000	830020	okay
830020	830300	So
830340	830360	I
830360	830380	think
830420	830620	I'm
830620	830640	probably
830640	830660	the
830660	830680	first
830680	830700	thing
830700	830720	But
830720	830740	you
830740	830760	know
830760	831000	there's
831040	831200	um
831200	831240	What
831240	831340	things
831340	831460	am
831460	831560	I
831560	831760	good
831760	831920	at
834040	834480	[*]
834480	834920	Just
834920	835360	finding
835360	836100	bits
836100	836440	of
836440	836700	interesting
836700	837140	[*]
837140	837340	information
837360	837880	I'm
837880	838340	[*]
838340	838580	fairly
838580	838760	good
838760	838940	at
838940	839240	that
845360	845820	[*]
845820	846220	I
846220	846400	don't
846400	846500	know
846500	846560	When
846560	846660	I
846660	846780	get
846780	847060	interested
847060	847340	in
847340	847640	something
847720	847900	I'm
847900	848040	really
848040	848240	good
848240	848420	at
848440	848980	like
849100	849320	[*]
849320	849420	staying
849420	849720	on
849720	849980	it
849980	850420	and
850560	850680	like
850760	851420	diving
851420	851580	in
851580	851840	fairly
851840	852080	deep
852080	852360	on
852360	852620	it
852620	852800	So
852800	853300	that's
853300	853700	something
853700	854060	I'm
854060	854720	[*]
854720	854840	decent
854840	855120	at
855360	856000	Although
856000	856160	my
856160	856380	interest
856380	856620	does
856620	856880	shift
856880	857080	quite
857080	857180	a
857180	857400	bit
857400	857560	So
857560	857800	that
857880	858520	yeah
858620	858800	I
858800	859000	don't
859000	859060	know
860920	861720	Yeah
863700	863980	[*]
863980	864500	Yeah
872380	873260	Weaknesses
873260	873380	Weaknesses
880200	880980	Well
881080	881180	one
881180	881240	of
881240	881460	them
881460	881600	is
881600	881760	that
881760	881980	my
881980	882300	interests
882300	882880	[*]
882880	883020	shift
883020	883440	around
883440	883740	a
883740	884060	lot
884060	884380	So
884380	884580	it
884580	884940	is
884940	885620	kind
885620	885840	of
885840	886000	hard
886000	886140	for
886140	886280	me
886280	886360	to
886360	886540	just
886540	886900	settle
886900	887160	into
887160	887340	a
887340	887560	thing
887560	887680	and
887680	887880	stay
887880	888120	with
888120	888340	it
888340	888460	for
888580	889020	like
889140	889580	really
889580	889840	long
889840	890140	periods
890140	890280	of
890280	890680	time
890680	891280	That's
891280	891440	the
891540	891760	you
891760	891960	know
891980	892840	[*]
892840	893080	earlier
893080	893280	in
893280	893540	college
893600	893900	switching
893900	894160	around
894160	894560	majors
894560	894740	and
894740	894940	being
894940	895080	like
895120	895220	oh
895300	895480	maybe
895480	895700	I'll
895700	895740	do
895740	895940	this
895940	896140	No
896240	896360	maybe
896360	896580	I'll
896580	896640	do
896640	896860	this
896860	897040	Maybe
897040	897280	I'll
897280	897300	do
897300	897580	this
899300	900120	That's
900120	901000	[*]
901000	901240	one
903900	904700	Being
904700	904940	able
904940	905120	to
905120	905380	focus
905380	905600	on
905600	905880	things
905880	906040	that
906040	906360	I'm
906360	906720	less
906720	907060	interested
907060	907480	in
907480	907700	is
907700	908160	not
908160	908480	[*]
908480	909000	a
909000	909320	strength
909320	909420	of
909420	909800	mine
909800	910320	Like
910440	910640	that's
910640	910800	something
910800	910940	that
910940	911060	I
911060	911300	really
911300	911480	have
911480	911600	to
911600	911840	work
911840	912040	at
912040	912140	I
912140	912340	don't
912340	912500	find
912500	912800	it
912800	913140	[*]
913140	914200	super
914200	914600	easy
918100	918680	Yeah
918680	918900	Yeah
934960	934980	I
934980	935260	don't
935260	935420	know
935500	936140	honestly
936840	937700	I
937700	937940	mean
938040	939180	[*]
939180	939920	I
939920	940240	[*]
940240	940900	have
940900	941200	ADHD
941200	941540	[*]
941540	941800	so
941800	942120	that's
942120	942420	probably
942420	942800	a
942800	943220	significant
943220	943600	part
943600	943720	of
943720	944020	it
949680	949700	But
949700	949720	I
949720	949920	don't
949920	950020	know
950020	950220	It's...
950220	950860	It's...
950860	951340	[*]
951340	952680	I
952680	952860	guess
952940	953080	like
953120	953300	I'm
953300	953440	just
953440	953760	interested
953760	954060	in
954060	954260	so
954260	954560	many
954560	954900	things
954900	955140	when
955140	955280	I
955280	955480	find
955480	955580	a
955580	955800	new
955800	956060	thing
956420	957180	Like
957280	957340	I
957340	957660	tend
957660	958020	to
958020	958400	[*]
958400	958700	zero
958700	958840	in
958840	959020	on
959020	959240	that
959240	959680	thing
959680	959900	for
959900	960060	a
960060	960340	while
960340	960660	just
960660	960920	because
960920	961120	it's
961160	961240	like
961300	961540	new
961540	961900	[*]
961900	962120	and
962120	962420	whatnot
963360	964120	And
964120	964280	I
964280	964560	kind
964560	964720	of
964720	964880	guess
964880	965220	that's
965220	965360	why
965360	965440	I
965440	965820	get...
966460	967320	Just
967320	967460	the
967460	967660	new
967660	967960	things
967960	968140	kind
968140	968360	of
968360	968640	attract
968640	968980	me
968980	969060	to
969060	969220	them
969220	969360	So
969360	969480	then
969480	969580	I
969580	969780	get
969800	969940	like
970000	970120	really
970120	970340	interested
970340	970520	in
970520	970680	that
970680	970840	for
970840	970980	a
970980	971200	while
971200	971340	and
971340	971560	I
971560	973000	[*]
973000	973340	kind
973340	973660	of
973660	975220	[*]
975220	975400	leave
975400	975580	the
975580	975740	other
975740	976040	things
976040	976180	that
976180	976320	I
976320	976420	had
976420	976600	been
976600	977020	[*]
977020	977500	working
977500	977820	on
977820	978340	previously
978340	978660	or
978660	978840	learning
978840	979100	about
979100	979440	previously
980260	980460	So
980480	981200	[*]
981200	981420	like
981540	981580	I
981580	981720	tend
981720	981860	to
981860	981940	go
981940	982180	back
982180	982360	to
982360	982640	things
982640	982860	but
982860	983180	[*]
983180	983360	I
983360	983520	do
983520	983720	tend
983720	984000	to
984000	984220	flip
984220	984620	around
984620	984820	quite
984820	984940	a
984940	985140	bit
985800	985820	Yeah
995240	996140	Just
996140	996460	[*]
996460	996680	consistency
996680	997140	with
997140	997480	[*]
997480	997800	people's
997800	998180	habits
998860	999480	like
999600	1000340	building
1000340	1000480	[*]
1000480	1000780	routines
1001860	1002560	[*]
1002560	1003320	I'm...
1003320	1003620	That's
1003620	1003760	another
1003760	1004260	weakness
1004260	1004440	of
1004440	1004680	mine
1004680	1004820	is
1004820	1005140	sticking
1005140	1005280	to
1005380	1005480	like
1005540	1005640	a
1005640	1005720	new
1005720	1006040	routine
1006040	1006640	those
1006640	1006940	types
1006940	1007140	of
1007140	1007420	things
1007720	1008140	I
1008140	1008340	just
1008340	1008660	get
1008660	1008980	up
1008980	1009220	at
1009260	1009620	you
1009620	1009760	know
1009800	1009980	early
1009980	1010080	I
1010080	1010100	have
1010100	1010200	to
1010200	1010280	go
1010280	1010400	to
1010400	1010480	the
1010480	1010640	gym
1010640	1010680	in
1010680	1010800	the
1010800	1011040	morning
1011040	1011240	before
1011240	1011320	I
1011320	1011440	have
1011440	1011540	to
1011540	1011720	work
1011720	1011900	things
1011900	1012180	like
1012180	1012420	that
1015000	1015660	That
1015660	1015940	and
1015940	1016480	just
1016480	1016900	[*]
1016900	1017040	focus
1017040	1017160	[*]
1017160	1017340	in
1017340	1017680	general
1017680	1017860	being
1017860	1018120	able
1018120	1018300	to
1018300	1018420	sit
1018420	1018680	down
1018680	1018780	and
1018780	1018980	do
1018980	1019320	something
1019320	1019520	for
1019520	1019660	an
1019660	1019940	extended
1019940	1020200	period
1020200	1020300	of
1020300	1020640	time
1020640	1020900	without
1020900	1021800	[*]
1021800	1022160	getting
1022160	1022480	super
1022480	1022900	distracted
1022900	1023060	to
1023060	1023220	go
1023220	1023360	do
1023360	1023640	something
1023640	1023900	else
1025780	1026520	Those
1026520	1026800	are
1026800	1027380	[*]
1027380	1027640	definitely
1027640	1028160	two
1028160	1028820	[*]
1028820	1029360	big
1029360	1029600	[*]
1029600	1029820	things
1030600	1031440	Consistency
1031440	1031560	and
1031560	1031940	focus
1032220	1032600	yeah
1034220	1034600	[*]
1034600	1035000	Yeah
1035080	1035140	I
1035140	1035300	think
1035300	1035340	those
1035340	1035500	are
1035500	1035740	probably
1035740	1035880	the
1035880	1036020	two
1036020	1036280	biggest
1036280	1036500	[*]
1036500	1036600	things
1040220	1042420	[*]
1042420	1043500	I
1043500	1044140	[*]
1044140	1044660	mean
1044900	1046180	[*]
1046180	1047480	with
1047480	1047720	the
1047720	1047900	[*]
1047900	1048840	secondary
1048840	1049780	[*]
1049780	1049960	routines
1050140	1050580	just
1050580	1051380	[*]
1051380	1052000	trial
1052000	1052260	and
1052260	1052580	error
1052580	1052820	and
1052940	1053140	like
1053620	1054260	thinking
1054260	1054460	about
1054520	1054620	like
1054680	1054820	okay
1054820	1054980	why
1054980	1055460	didn't
1055460	1055780	this
1055780	1055940	work
1055940	1056340	out
1056340	1056460	And
1056460	1056580	how
1056580	1056780	could
1056780	1057060	I...
1057800	1058140	[*]
1058140	1058680	What
1058680	1058840	could
1058840	1058980	I
1058980	1059160	do
1059160	1059280	to
1059280	1060660	[*]
1060660	1061200	increase
1061200	1061440	[*]
1061440	1061560	the
1061560	1061880	likelihood
1061880	1062040	of
1062040	1062180	it
1062180	1062440	working
1062440	1062620	out
1062620	1062720	in
1062720	1062820	the
1062820	1063060	future
1063060	1063340	Just
1063340	1064340	iterating
1064340	1064500	on
1064500	1064740	that
1064880	1065360	basically
1066860	1067460	[*]
1067460	1067720	Focus
1067940	1068260	that's
1068260	1068440	just
1068440	1069280	[*]
1069280	1069420	practice
1069620	1070120	doing
1070120	1070500	things
1070500	1070720	Like
1070720	1070740	I
1070740	1070760	said
1070800	1071080	I'm...
1072740	1073460	[*]
1073460	1074000	Like
1074100	1074180	just
1074180	1074340	trying
1074340	1074500	to
1074500	1074780	push
1074780	1075140	the
1075140	1075540	amount
1075540	1075720	of
1075720	1075900	time
1075900	1076000	that
1076000	1076120	I
1076120	1076300	spend
1076300	1076480	on
1076480	1076840	something
1077900	1077920	just
1077920	1078120	a
1078120	1078600	little
1078600	1078960	bit
1078980	1079340	like
1079440	1079580	each
1079580	1079900	time
1079900	1080060	You
1080060	1080180	know
1080200	1080300	just
1080300	1080680	extending
1080680	1080920	that
1080920	1081160	out
1081160	1081320	over
1081320	1081640	time
1081640	1081820	trying
1081820	1082260	to...
1082260	1082700	Yeah
1082780	1083180	Yeah
1084060	1084400	[*]
1084400	1084580	I
1084580	1084740	think
1084740	1084820	that
1084820	1084960	makes
1084960	1085240	sense
1094480	1094780	[*]
1094780	1095140	Actually
1095400	1095660	in
1095660	1095800	my
1095800	1096660	[*]
1096660	1097160	engineering...
1097160	1097360	In
1097360	1097520	one
1097520	1097620	of
1097620	1097800	my
1097800	1098160	engineering
1098160	1098600	classes
1098600	1098800	that
1098800	1098920	I
1098920	1099200	had
1100420	1100440	it
1100440	1100780	was...
1100780	1100920	It
1100920	1100940	was
1100940	1101260	[*]
1101260	1101780	intro
1101780	1102060	to
1102060	1102320	engineering
1102320	1102680	problem
1102680	1103160	solving
1103260	1103740	Our
1103920	1104280	like
1104400	1104740	final
1104740	1105140	project
1105140	1105480	for
1105480	1105680	that
1105680	1105920	class
1105920	1106160	was
1106160	1106600	to
1106600	1109620	[*]
1109620	1110080	design
1110080	1110500	and
1110500	1110900	build
1110900	1111200	a
1111200	1112220	[*]
1112220	1112680	short
1112680	1112920	little
1112920	1113260	tower
1113260	1113480	out
1113480	1113820	of
1113820	1114840	popsicles
1114840	1114960	and
1114960	1115180	hot
1115180	1115380	[*]
1115380	1115520	glue
1115520	1116340	and
1116340	1116500	[*]
1116500	1116760	see
1116760	1117000	how
1117000	1117320	much
1117320	1118480	[*]
1118480	1118740	force
1118740	1119120	like
1119360	1119420	how
1119420	1119580	strong
1119580	1119840	it
1119840	1119940	could
1119940	1120100	be
1120100	1120240	So
1120240	1120340	we
1120340	1120520	put
1120520	1120640	it
1120640	1120820	in
1120860	1121200	like
1121300	1121480	a
1121480	1121980	hydraulic
1121980	1122300	press
1122300	1122520	and
1122520	1122700	it
1122700	1122940	pressed
1122940	1123260	down
1123260	1123360	on
1123360	1123600	it
1123600	1123800	with
1123800	1124440	a
1124440	1124700	force
1124700	1124960	meter
1124960	1125100	so
1125100	1125240	you
1125240	1125320	could
1125320	1125480	see
1125480	1125660	how
1125660	1125940	strong
1125940	1126080	it
1126080	1126280	is
1126280	1126420	before
1126420	1126600	it
1126600	1126820	cracked
1127740	1128200	And
1128200	1129180	[*]
1129180	1129520	that
1129520	1129840	[*]
1129840	1130200	one...
1130220	1130960	[*]
1130960	1131840	I
1131840	1132720	worked
1132720	1133020	really
1133020	1133280	hard
1133280	1133400	on
1133400	1133580	that
1133580	1133740	because
1133740	1133860	I
1133860	1134080	just
1134080	1134340	thought
1134340	1134500	the
1134500	1134740	project
1134740	1134960	was
1134960	1135200	cool
1135200	1135340	and
1135340	1135500	got
1135500	1135720	really
1135720	1135980	into
1135980	1136280	it
1137740	1138580	What
1138580	1138720	was
1138720	1138920	it
1138920	1139080	that
1139080	1139200	we
1139200	1139520	had
1139520	1139980	Like
1140160	1141740	[*]
1141740	1142480	600...
1142740	1142960	[*]
1142960	1143220	A
1143220	1143400	little
1143400	1143540	over
1143540	1143840	600
1143840	1144140	[*]
1144140	1144440	kilograms
1144440	1144920	or
1144920	1146040	[*]
1146040	1146180	something
1146180	1146440	like
1146440	1146620	that
1146680	1147240	So
1147440	1147840	yeah
1148060	1148720	We
1148720	1149360	[*]
1149360	1149780	pretty
1149780	1150100	much
1150100	1150300	blew
1150300	1150520	the
1150520	1150720	rest
1150720	1150860	of
1150860	1150980	the
1150980	1151160	class
1151160	1151360	out
1151360	1151520	of
1151520	1151620	the
1151620	1151900	water
1152220	1152960	And
1152960	1153140	the
1153140	1153620	way
1153620	1153920	that
1153920	1154100	it
1154120	1154360	like
1154440	1155120	[*]
1155120	1155500	failed
1155500	1155740	I
1155740	1156080	think
1156080	1156300	it
1156300	1156420	could
1156420	1156540	have
1156540	1156720	[*]
1156720	1156820	gone
1156820	1157220	[*]
1157220	1157400	further
1157400	1157740	And
1157740	1158020	I
1158020	1158340	asked
1158340	1158500	the
1158500	1158840	professor
1158840	1159240	afterwards
1159240	1159580	like
1159740	1159880	hey
1159940	1160040	can
1160040	1160180	we
1160180	1160520	just...
1160520	1161020	Can
1161020	1161120	we
1161180	1161300	like
1161340	1161480	stick
1161480	1161580	a
1161580	1161800	book
1161800	1162000	or
1162000	1162160	something
1162160	1162440	on
1162440	1162640	top
1162640	1162720	of
1162720	1162940	it
1162940	1163040	and
1163040	1163400	let
1163400	1163540	it
1163540	1163700	press
1163700	1163900	down
1163900	1164020	just
1164020	1164200	to
1164200	1164320	leave
1164320	1164380	it
1164380	1164480	a
1164480	1164560	little
1164560	1164680	more
1164680	1164940	surface
1164940	1165080	And
1165080	1165120	I
1165120	1165140	was
1165140	1165280	like
1165560	1166080	eh
1166280	1166520	I
1166680	1167140	like
1167140	1167620	I
1167620	1167800	still
1167800	1167960	have
1167960	1168120	to
1168120	1168220	do
1168220	1168380	this
1168380	1168480	with
1168480	1168580	some
1168580	1168800	other
1168800	1168940	[*]
1168940	1169140	classes
1169140	1169340	and
1169340	1169520	I
1169520	1169760	don't
1169760	1169820	know
1169820	1169920	how
1169920	1170220	much
1171300	1171320	the
1171520	1172020	like
1172160	1172300	what
1172300	1172480	the
1172480	1173020	[*]
1173020	1173260	force
1173260	1173580	meter
1173580	1173780	is
1173780	1174080	rated
1174080	1174420	for
1174420	1175060	because
1175060	1175260	it
1175260	1175420	was
1175420	1175700	just
1175840	1175920	like
1175920	1176000	a
1176000	1176240	little
1176240	1176720	S-shaped
1176720	1177000	block
1177000	1177140	of
1177140	1177360	metal
1177360	1177400	I
1177400	1177500	was
1177500	1177660	like
1177660	1178000	I
1178000	1178240	don't
1178240	1178260	want
1178260	1178380	to
1178380	1178520	break
1178520	1178760	it
1178760	1178920	before
1178920	1179160	we
1179160	1179300	go
1179300	1179460	to
1179460	1179560	the
1179560	1179720	other
1179720	1179840	[*]
1179840	1179980	classes
1179980	1180280	So
1180280	1180780	[*]
1180780	1181420	I
1181420	1181700	took
1181700	1181860	that
1181860	1182000	as
1182000	1182040	a
1182040	1182300	win
1182300	1182600	I
1182600	1182900	took
1182900	1183100	that
1183100	1183220	as
1183220	1183300	a
1183300	1183560	win
1186860	1187520	Good
1187560	1187740	Good
1188340	1188820	I
1188820	1189300	felt...
1189300	1189620	Yeah
1190220	1190720	It
1190720	1190860	just
1190860	1191020	felt
1191020	1191260	good
1191260	1191380	that
1191380	1191660	the
1191660	1192220	[*]
1192220	1192520	work
1192520	1192680	that
1192680	1192780	I
1192780	1192900	put
1192900	1193000	into
1193000	1193160	that
1193160	1193280	paid
1193280	1193520	[*]
1193520	1193640	off
1193640	1193980	so
1193980	1194280	well
1195700	1196180	Yeah
1203200	1203540	[*]
1203540	1204020	I
1204020	1204180	was
1204180	1204380	just
1204380	1204620	really
1204620	1204980	attentive
1204980	1205120	to
1205120	1205380	detail
1205380	1205820	with
1205820	1206180	that
1206180	1206440	and
1206440	1208780	[*]
1208780	1209500	gave
1209500	1209880	it
1209880	1210100	some
1210100	1210560	good
1210560	1210880	thought
1210880	1211020	because
1211020	1211160	we
1211160	1211340	did
1211340	1211640	two
1211640	1212660	[*]
1212660	1212820	iterations
1212820	1213280	of
1213280	1213620	our
1213620	1214040	[*]
1214040	1214620	tower
1214620	1214740	The
1214740	1214940	first
1214940	1215180	one
1215180	1215320	that
1215320	1215480	we
1215480	1215720	did
1218360	1218840	[*]
1218840	1219020	our
1219020	1219420	[*]
1219420	1219560	platform
1219560	1219800	on
1219800	1219920	the
1219920	1220060	top
1220060	1220200	just
1220200	1220520	broke
1220520	1220740	through
1220740	1220900	And
1220900	1221020	we
1221020	1221240	also
1221240	1221420	got
1221420	1221540	to
1221540	1221720	see
1221720	1221820	all
1221820	1221960	the
1221960	1222160	other
1222160	1222420	groups
1222420	1222580	how
1222580	1222740	they
1222740	1223260	built
1223260	1223540	theirs
1223540	1223700	and
1223700	1223880	what
1223880	1224140	[*]
1224140	1224320	seemed
1224320	1224480	to
1224480	1224640	work
1224640	1224920	better
1224920	1225040	and
1225040	1225200	what
1225200	1225640	didn't
1225820	1226300	So
1226300	1226500	then
1226500	1226920	I
1226920	1227200	just
1227200	1228320	took
1228320	1228760	the
1228760	1229580	[*]
1229580	1230040	design
1230040	1230380	ideas
1230380	1230680	from
1230680	1230960	that
1230960	1231240	and
1231240	1231520	put
1231520	1231700	them
1231700	1231880	into
1231880	1232080	the
1232080	1232500	second
1232500	1232800	one
1232800	1232940	And
1233060	1233480	yeah
1234160	1234960	I
1234960	1235200	think
1235200	1235340	the
1235340	1236960	[*]
1236960	1237880	attention
1237880	1238280	to
1238280	1238600	detail
1238600	1238800	is
1238800	1238960	a
1238960	1239180	really
1239180	1239320	big
1239320	1239540	part
1239540	1239800	of
1239800	1240140	why
1240140	1240420	that
1240460	1240900	why
1240900	1241100	it
1241100	1241340	worked
1241340	1241500	as
1241500	1241660	well
1241660	1241780	as
1241780	1241920	it
1241920	1242180	didn't
1243240	1243820	That
1243820	1243960	and
1243960	1244220	just
1244220	1244600	previous
1244600	1245220	experience
1245220	1245540	with
1245680	1245820	like
1246040	1246680	simple
1246680	1247080	construction
1247080	1247480	stuff
1247480	1247660	with
1247660	1247820	my
1247820	1248180	dad
1248180	1248440	because
1248600	1248780	like
1248780	1248860	I
1248860	1249040	said
1249040	1249060	I
1249060	1249240	did
1249240	1249420	that
1249420	1249760	growing
1249760	1250060	up
1250060	1250180	So
1250180	1250300	that
1250300	1250580	helped
1250580	1250760	So
1254220	1254240	[*]
1254240	1254840	Yep
1255040	1255300	Yeah
1256600	1256760	[*]
1256760	1257180	Yeah
1257180	1257240	Yeah
1270200	1270880	[*]
1270880	1271400	Sounds
1271400	1271740	good
