devGenes_id,child_count,dob,gender,gender_other,sex,sex_other,parent_edu,race,race_other,ethnicity,marital_status
4917,1,2003-03-30,1,NA,1,NA,5,6,NA,2,3
4921,1,1971-07-01,2,NA,2,NA,4,6,NA,2,3
4924,1,1997-02-06,2,NA,2,NA,2,6,NA,2,3
4927,1,1999-09-23,1,NA,1,NA,5,6,NA,2,3
4930,1,2005-02-19,8,Trans Masculine,1,NA,2,26,NA,2,3
4932,1,1987-12-06,2,NA,2,NA,5,6,NA,2,2
4934,1,1998-06-29,2,NA,2,NA,5,6,NA,2,3
4935,1,1996-12-19,1,NA,1,NA,6,6,NA,2,2
4938,1,2005-01-03,2,NA,2,NA,2,6,NA,2,3
4939,1,2000-02-24,4,NA,1,NA,5,2,NA,2,3
4941,1,2004-04-09,1,NA,1,NA,2,6,NA,2,3
4944,1,2005-05-16,2,NA,2,NA,2,2,NA,2,3
4946,4,1983-02-10,1,NA,1,NA,7,6,NA,2,1
4947,1,2004-12-21,1,NA,1,NA,2,6,NA,2,3
4950,1,1997-12-04,1,NA,1,NA,5,6,NA,2,3
4951,1,1982-08-08,2,NA,2,NA,6,6,NA,2,1
4953,1,1993-02-26,1,NA,1,NA,7,6,NA,2,3
4954,8,1967-09-30,2,NA,2,NA,6,6,NA,2,2
4956,1,2002-02-17,1,NA,1,NA,2,6,NA,2,3
4958,1,1996-07-16,1,NA,1,NA,5,6,NA,2,2
4962,1,2005-05-07,7,NA,1,NA,2,6,NA,2,3
4963,1,2004-10-23,1,NA,1,NA,2,6,NA,2,3
4964,1,2005-02-06,1,NA,1,NA,2,6,NA,2,3
4967,1,1999-02-21,2,NA,2,NA,5,2,NA,2,3
4968,1,2002-10-15,1,NA,1,NA,2,6,NA,2,3
4973,1,2003-09-18,1,NA,1,NA,4,6,NA,2,3
4974,4,1976-04-11,1,NA,1,NA,6,6,NA,2,1
4976,1,1998-02-17,2,NA,2,NA,6,6,NA,2,3
4978,1,1996-12-13,2,NA,2,NA,5,6,NA,2,3
4986,1,2004-03-06,2,NA,1,NA,2,6,NA,2,3
4987,1,2002-07-13,1,NA,1,NA,2,6,NA,2,3
4988,1,2002-01-21,1,NA,1,NA,2,26,NA,2,3
4990,1,2002-12-09,2,NA,2,NA,2,23,NA,2,3
4991,1,2004-05-06,2,NA,2,NA,2,6,NA,2,3
4992,1,2002-01-21,1,NA,1,NA,NA,6,NA,2,3
4993,1,1989-11-02,1,NA,1,NA,7,6,NA,2,2
4994,1,2004-11-08,2,NA,2,NA,2,6,NA,2,3
4996,1,2003-01-18,1,NA,1,NA,2,6,NA,2,3
5000,1,1998-07-31,1,NA,1,NA,5,6,NA,2,3
5002,1,2002-05-10,1,NA,1,NA,5,6,NA,2,3
5004,1,2003-03-18,1,NA,1,NA,2,2,NA,2,3
5006,1,1998-12-23,1,NA,1,NA,6,6,NA,2,3
5007,1,1996-09-03,24,NA,2,NA,5,23,NA,2,3
5008,1,2000-02-23,1,NA,1,NA,5,6,NA,2,3
5009,1,1999-08-04,1,NA,1,NA,5,6,NA,2,3
5010,1,2003-12-10,1,NA,1,NA,2,6,NA,2,3
5012,1,2004-09-19,1,NA,1,NA,2,6,NA,2,3
5014,3,1991-09-05,1,NA,1,NA,6,6,NA,2,2
5015,1,2002-09-30,1,NA,1,NA,2,6,NA,2,3
5016,1,2000-02-15,1,NA,1,NA,5,6,NA,2,3
5017,1,1998-04-26,1,NA,1,NA,5,6,NA,2,3
5018,2,1989-08-30,2,NA,2,NA,6,6,NA,2,1
5021,1,2002-08-10,1,NA,1,NA,2,2,NA,2,3
5022,1,2004-05-21,1,NA,1,NA,2,6,NA,2,3
5023,1,2005-04-02,2,NA,2,NA,2,6,NA,2,3
5024,1,2004-05-05,1,NA,1,NA,2,6,NA,2,3
5025,1,1983-01-10,2,NA,2,NA,7,6,NA,2,2
5027,1,1989-09-18,1,NA,1,NA,5,6,NA,2,3
5028,4,1985-04-23,2,NA,2,NA,5,6,NA,2,2
5030,1,1989-10-24,2,NA,1,NA,5,6,NA,2,3
5031,1,2005-06-06,2,NA,2,NA,2,6,NA,2,3
5036,1,1995-02-26,1,NA,1,NA,5,6,NA,2,3
5037,1,2004-12-04,1,NA,1,NA,4,6,NA,2,3
5039,2,1949-06-02,2,NA,2,NA,7,6,NA,2,2
5040,1,2004-07-02,2,NA,2,NA,2,46,NA,1,3
5042,1,2003-11-21,1,NA,1,NA,2,6,NA,2,3
5043,3,1977-03-03,1,NA,1,NA,7,6,NA,2,2
5044,1,2001-05-18,1,NA,1,NA,5,6,NA,2,3
5045,1,1991-04-07,1,NA,1,NA,5,46,NA,1,2
5046,1,2004-08-24,1,NA,1,NA,2,6,NA,2,3
5048,1,2005-03-10,1,NA,1,NA,2,6,NA,2,3
5050,1,2003-04-18,1,NA,1,NA,4,6,NA,2,3
5052,1,1999-12-20,1,NA,1,NA,5,6,NA,2,2
5057,1,2005-06-17,2,NA,2,NA,2,6,NA,2,3
5058,1,1999-09-24,1,NA,1,NA,5,6,NA,2,3
5059,1,1994-08-13,1,NA,1,NA,6,146,NA,1,3
5061,1,1998-07-30,1,NA,1,NA,5,6,NA,2,2
5063,1,2005-06-07,8,Genderqueer,1,NA,2,6,NA,2,3
5066,2,1997-07-23,1,NA,1,NA,5,26,NA,2,2
5067,1,1998-09-15,1,NA,1,NA,5,6,NA,2,3
5070,1,2000-05-18,2,NA,2,NA,5,6,NA,2,3
5071,1,2005-04-01,2,NA,2,NA,2,6,NA,2,3
5073,1,2005-04-18,1,NA,1,NA,2,6,NA,2,3
5075,1,2002-09-07,2,NA,2,NA,5,6,NA,2,3
5076,1,1992-03-18,1,NA,1,NA,6,6,NA,2,3
5077,1,2005-04-25,1,NA,1,NA,2,6,NA,2,3
5078,1,2005-07-17,1,NA,1,NA,2,6,NA,2,3
5082,1,2004-02-10,1,NA,1,NA,2,6,NA,2,5
5083,1,2004-05-20,1,NA,1,NA,2,2,NA,2,3
5088,1,2004-04-19,1,NA,1,NA,2,6,NA,2,3
5090,1,2006-09-13,2,NA,2,NA,2,6,NA,3,3
5092,1,1973-03-26,1,NA,1,NA,5,6,NA,2,3
5093,1,2002-09-13,1,NA,1,NA,2,6,NA,2,3
5095,1,1999-03-01,1,NA,1,NA,5,6,NA,2,3
5097,1,2005-01-11,1,NA,1,NA,2,6,NA,2,3
5100,1,2001-03-24,2,NA,2,NA,5,6,NA,2,3
5101,1,2003-02-01,1,NA,1,NA,4,6,NA,2,3
5102,5,1972-09-25,1,NA,1,NA,5,6,NA,2,2
5106,1,1996-12-30,1,NA,1,NA,5,6,NA,2,3
5107,1,1995-12-16,2,NA,2,NA,5,6,NA,2,2
5108,1,2004-11-25,1,NA,1,NA,2,6,NA,2,3
5110,1,2000-03-13,1,NA,1,NA,5,6,NA,2,3
5111,1,1992-04-06,1,NA,1,NA,2,6,NA,2,3
5112,1,2003-04-16,1,NA,1,NA,4,6,NA,2,3
5113,1,2005-01-06,1,NA,1,NA,2,2,NA,2,3
5114,3,2003-07-05,1,NA,1,NA,2,6,NA,2,3
5116,2,1973-11-11,1,NA,1,NA,6,6,NA,2,2
5119,1,2005-07-09,1,NA,1,NA,2,6,NA,1,3
5123,3,2008-01-14,2,NA,2,NA,1,6,NA,2,3
5125,3,1979-03-27,1,NA,1,NA,7,26,NA,2,2
5126,1,2004-10-19,2,NA,2,NA,2,6,NA,2,3
5127,1,2005-08-18,24,NA,1,NA,2,6,NA,2,3
5134,1,1999-10-31,2,NA,2,NA,5,6,NA,2,3
5135,4,1971-10-10,2,NA,2,NA,6,6,NA,2,2
5137,1,2004-11-11,1,NA,1,NA,2,6,NA,2,3
5140,1,2004-10-12,1,NA,1,NA,2,6,NA,2,3
5141,1,2004-01-03,1,NA,1,NA,2,6,NA,2,3
5142,1,2005-02-18,1,NA,1,NA,2,6,NA,2,3
5144,4,1981-05-05,1,NA,1,NA,5,6,NA,2,2
5146,1,2005-06-18,1,NA,1,NA,2,6,NA,2,3
5147,1,1993-12-22,2,NA,2,NA,6,7,Middle Eastern,2,2
5148,2,1991-04-16,1,NA,1,NA,5,6,NA,2,4
5151,1,2004-09-24,1,NA,1,NA,2,6,NA,2,3
5152,1,2000-11-18,1,NA,1,NA,6,2,NA,2,3
5153,1,1990-05-07,1,NA,1,NA,7,6,NA,1,3
5154,3,1990-11-13,1248,genderqueer,2,NA,6,6,NA,2,2
5155,4,1977-03-24,1,NA,1,NA,6,6,NA,2,2
5157,1,2004-11-13,1,NA,1,NA,4,6,NA,2,3
5159,1,2004-11-05,1,NA,1,NA,2,4,NA,1,3
5160,1,2002-09-22,1,NA,1,NA,5,26,NA,2,3
5162,2,1987-11-01,1,NA,1,NA,6,6,NA,2,2
5164,1,2003-09-11,1,NA,2,NA,2,6,NA,2,3
5165,1,2000-12-12,1,NA,1,NA,5,6,NA,2,3
5167,3,1979-07-28,1,NA,1,NA,5,6,NA,2,2
5173,1,1974-12-14,1,NA,1,NA,7,6,NA,2,3
5174,1,2000-09-16,1,NA,1,NA,5,6,NA,2,3
5175,1,2005-01-10,1,NA,1,NA,2,6,NA,2,3
5180,1,2005-04-26,1,NA,1,NA,2,6,NA,2,3
5181,1,1972-09-05,1,NA,1,NA,6,6,NA,2,3
5183,1,2005-03-28,1,NA,1,NA,2,36,NA,2,3
5185,1,2005-07-10,1,NA,1,NA,2,6,NA,2,3
5188,1,2002-04-08,1,NA,1,NA,2,6,NA,2,3
5189,1,1995-09-28,1,NA,1,NA,6,6,NA,2,2
5192,1,1996-02-13,1,NA,1,NA,5,2,NA,2,3
5193,1,2005-04-15,1,NA,1,NA,2,6,NA,2,3
5194,1,2003-10-10,1,NA,1,NA,2,6,NA,2,3
5195,1,2002-08-19,1,NA,1,NA,2,6,NA,2,3
5196,1,1986-11-26,2,NA,2,NA,5,6,NA,2,3
5203,1,1990-01-30,1,NA,1,NA,6,6,NA,2,2
5204,1,2003-11-10,1,NA,1,NA,2,6,NA,2,3
5206,1,1999-03-01,16,NA,1,NA,5,6,NA,2,3
5210,NA,1966-01-23,1,NA,1,NA,5,6,NA,2,2
5212,1,1994-09-08,1,NA,1,NA,7,6,NA,2,3
5214,1,1992-06-04,1,NA,1,NA,6,6,NA,2,2
5215,1,2004-04-02,1,NA,1,NA,4,6,NA,2,3
5216,3,1989-02-15,1,NA,1,NA,6,6,NA,2,2
5217,1,2002-07-04,17,NA,1,NA,2,6,NA,2,3
5218,1,2003-03-04,7,NA,1,NA,4,6,NA,2,3
5224,1,2005-06-17,1,NA,1,NA,2,6,NA,2,3
5225,1,2005-07-09,1,NA,1,NA,2,6,NA,1,3
5229,1,1995-01-13,1,NA,1,NA,6,6,NA,2,5
5230,1,1998-07-30,1,NA,1,NA,5,6,NA,2,2
5232,1,2001-08-02,1,NA,1,NA,2,6,NA,2,3
5236,1,2004-04-19,1,NA,1,NA,2,6,NA,2,3
5238,1,2002-06-14,1,NA,1,NA,4,36,NA,2,3
5241,1,1999-05-29,1,NA,1,NA,5,36,NA,2,3
5242,1,2003-10-12,2,NA,2,NA,2,6,NA,2,3
5243,1,2003-03-06,1,NA,1,NA,2,6,NA,2,3
5244,1,2003-05-25,1,NA,1,NA,2,6,NA,2,5
5245,1,1998-08-01,2,NA,2,NA,5,6,NA,2,3
5246,1,2002-01-29,4,NA,1,NA,2,2,NA,2,3
5249,1,2001-12-26,7,NA,1,NA,2,6,NA,2,3
5254,1,2003-04-16,1,NA,1,NA,2,2,NA,2,3
5256,1,2005-02-23,2,NA,1,NA,2,6,NA,2,3
5257,1,2005-08-18,1,NA,1,NA,2,6,NA,2,3
5267,3,1984-03-28,1,NA,1,NA,6,6,NA,2,2
5269,1,1991-11-07,8,non-binary,1,NA,5,6,NA,2,3
5271,4,1982-05-25,15,NA,1,NA,7,6,NA,2,2
5272,1,2004-07-11,2,NA,2,NA,4,6,NA,2,3
5273,1,2000-12-23,1,NA,1,NA,5,6,NA,2,3
5276,1,2004-02-25,1,NA,1,NA,2,2,NA,2,3
5277,1,2000-10-08,1,NA,1,NA,5,6,NA,2,3
5279,1,1999-07-02,1,NA,1,NA,5,6,NA,2,2
5282,1,1999-11-07,2,NA,2,NA,5,6,NA,2,3
5285,1,2005-04-03,1,NA,1,NA,2,6,NA,2,3
5286,1,1999-11-09,1,NA,1,NA,6,2,NA,2,3
5288,1,2004-10-04,1,NA,1,NA,2,6,NA,2,3
5296,1,1989-08-12,1,NA,1,NA,5,6,NA,2,2
5300,1,1989-02-05,1,NA,1,NA,6,6,NA,2,2
5302,1,1981-06-28,1,NA,1,NA,7,3,NA,2,3
5304,4,1969-09-29,2,NA,2,NA,7,2,NA,2,2
5305,1,2000-02-18,2,NA,2,NA,5,6,NA,2,2
5310,1,1979-06-09,1,NA,1,NA,5,6,NA,2,3
5311,1,2003-12-10,2,NA,2,NA,2,6,NA,2,3
5312,1,2004-01-16,2,NA,2,NA,2,2,NA,2,3
5317,1,2005-01-17,1,NA,1,NA,2,6,NA,2,3
5319,1,2002-06-20,1,NA,1,NA,2,3,NA,2,3
5323,1,1999-05-24,1,NA,1,NA,6,6,NA,2,3
5326,1,2003-07-20,1,NA,1,NA,4,6,NA,2,3
5332,1,1998-05-02,1,NA,1,NA,5,6,NA,2,3
5335,1,2004-02-17,1,NA,1,NA,2,6,NA,2,3
5337,1,2003-02-19,1,NA,1,NA,2,6,NA,2,3
5339,1,2003-03-16,2,NA,2,NA,2,6,NA,2,3
5341,1,2004-09-06,48,Tansmasculine,1,NA,2,6,NA,2,3
5345,1,1993-06-10,2,NA,2,NA,7,6,NA,2,3
5346,1,2001-04-12,1,NA,1,NA,5,6,NA,2,3
5348,1,2005-02-04,1,NA,1,NA,2,6,NA,2,3
5349,1,2003-11-08,1,NA,1,NA,2,6,NA,2,3
5353,1,1990-10-04,2,NA,2,NA,5,6,NA,2,2
5354,1,1964-06-08,2,NA,2,NA,7,6,NA,2,2
5357,3,1977-12-25,1,NA,1,NA,7,6,NA,2,2
5360,3,1955-11-09,1,NA,1,NA,7,6,NA,2,2
5361,1,2004-11-04,1,NA,1,NA,2,6,NA,4,3
5362,1,1998-03-16,2,NA,2,NA,5,46,NA,1,3
5369,1,1997-08-09,1,NA,1,NA,5,6,NA,2,3
5371,1,2001-07-23,8,Gender Queer,2,NA,2,6,NA,2,3
5374,1,2004-06-03,1,NA,1,NA,2,6,NA,2,3
5377,1,1997-04-17,2,NA,2,NA,5,6,NA,2,3
5380,1,1996-09-01,1,NA,1,NA,5,6,NA,2,3
5381,1,1996-12-02,1,NA,1,NA,5,6,NA,2,3
5382,1,1992-07-07,1,NA,1,NA,4,6,NA,2,3
5383,1,1996-08-24,1,NA,1,NA,7,6,NA,2,1
5388,1,1998-01-26,1,NA,1,NA,5,6,NA,2,3
5392,1,1966-12-11,2,NA,2,NA,5,6,NA,2,1
5398,3,1972-09-06,2,NA,2,NA,6,6,NA,2,1
5399,1,2001-04-05,1,NA,1,NA,5,6,NA,2,3
5401,4,1977-12-29,1,NA,1,NA,6,6,NA,2,1
5402,1,1998-06-18,1,NA,1,NA,5,2,NA,2,2
5404,1,2001-06-02,2,NA,2,NA,2,6,NA,2,3
5405,1,1991-10-12,2,NA,2,NA,7,6,NA,2,1
5407,4,1979-11-23,1,NA,1,NA,7,6,NA,2,2
5411,1,2002-01-08,4,NA,1,NA,2,6,NA,2,3
5413,1,1999-04-08,2,NA,2,NA,5,6,NA,2,3
5414,3,1943-11-03,2,NA,2,NA,7,6,NA,2,1
5415,1,1998-05-02,1,NA,1,NA,5,6,NA,2,3
5420,1,2003-11-18,2,NA,2,NA,NA,6,NA,2,3
5421,1,2004-05-29,2,NA,2,NA,2,6,NA,2,3
5426,1,2001-12-11,2,NA,2,NA,2,6,NA,2,3
5429,1,1996-10-05,1,NA,1,NA,5,6,NA,2,3
5430,1,1998-09-14,14,NA,1,NA,5,16,NA,2,3
5431,1,2003-05-20,1,NA,1,NA,4,6,NA,2,3
5433,4,1986-06-14,1,NA,1,NA,6,6,NA,2,2
5436,1,2004-08-01,1,NA,1,NA,2,6,NA,2,3
5437,1,2005-05-09,1,NA,1,NA,2,6,NA,2,3
5443,1,1972-05-22,1,NA,1,NA,5,6,NA,2,2
5444,3,1989-05-02,2,NA,2,NA,7,6,NA,2,2
5446,1,1982-11-24,1,NA,1,NA,7,6,NA,2,3
5447,1,2000-08-25,1,NA,1,NA,5,2,NA,2,3
5448,1,2003-06-06,1,NA,1,NA,2,6,NA,1,3
5449,1,1999-02-02,1,NA,1,NA,5,6,NA,2,3
5450,1,2004-09-23,2,NA,2,NA,2,6,NA,2,3
5453,1,2000-11-01,1,NA,1,NA,5,6,NA,2,3
5456,1,1994-02-27,1,NA,1,NA,7,3,NA,2,3
5470,1,2004-04-20,1,NA,1,NA,2,6,NA,2,3
5473,1,1990-03-17,1,NA,1,NA,5,6,NA,2,3
5474,1,2004-10-25,1,NA,1,NA,2,4,NA,1,3
5476,2,1978-07-27,1,NA,1,NA,7,6,NA,2,1
5477,1,2002-07-30,1,NA,1,NA,2,4,NA,1,3
5486,1,2003-01-03,2,NA,2,NA,2,6,NA,2,3
5489,3,1978-02-02,2,NA,2,NA,7,6,NA,2,2
5493,3,1982-08-28,1,NA,1,NA,6,6,NA,2,2
5497,3,1981-09-21,1,NA,1,NA,5,6,NA,2,2
5499,1,1997-12-05,18,woman and non-binary,1,NA,5,26,NA,2,3
5500,5,1967-09-21,1,NA,1,NA,4,6,NA,2,1
5501,1,2004-01-26,2,NA,2,NA,2,6,NA,2,3
5504,4,1984-04-28,1,NA,1,NA,6,6,NA,2,2
2208_2,NA,2008-02-18,2,NA,2,NA,NA,26,NA,2,NA
2209_2,NA,2009-04-14,2,NA,2,NA,NA,6,NA,2,NA
2210_2,NA,2006-03-10,2,NA,2,NA,NA,6,NA,2,NA
2231_2,NA,2009-01-27,2,NA,2,NA,NA,2,NA,2,NA
2266_2,NA,2008-04-05,2,NA,2,NA,NA,6,NA,2,NA
2267_2,NA,2007-03-21,NA,NA,2,NA,NA,6,NA,2,NA
2272_2,NA,2008-04-02,1,NA,1,NA,NA,6,NA,2,NA
2276_2,NA,2002-09-13,2,NA,2,NA,NA,6,NA,2,NA
2292_2,NA,2006-10-09,2,NA,2,NA,NA,6,NA,2,NA
2309_2,NA,2006-05-19,2,NA,2,NA,NA,6,NA,2,NA
2325_2,NA,2011-04-27,1,NA,1,NA,NA,6,NA,2,NA
2347_2,NA,2015-07-14,2,NA,2,NA,NA,6,NA,2,NA
2375_2,NA,2007-07-03,3,NA,1,NA,NA,26,NA,2,NA
2535_2,NA,2007-01-05,2,NA,2,NA,NA,6,NA,2,NA
2707_2,NA,1992-03-04,1,NA,1,NA,NA,6,NA,2,NA
2718_2,NA,2005-05-09,1,NA,1,NA,NA,6,NA,2,NA
2794_2,NA,2004-04-11,3,NA,1,NA,NA,6,NA,2,NA
3040_2,NA,2009-09-14,1,NA,1,NA,NA,6,NA,1,NA
3090_2,NA,2020-03-20,15,NA,1,NA,NA,6,NA,2,NA
3093_2,NA,2011-01-25,1,NA,1,NA,NA,6,NA,2,NA
3097_2,NA,2002-12-21,5,NA,1,NA,NA,6,NA,2,NA
3291_2,NA,2004-03-21,3,NA,1,NA,NA,6,NA,2,NA
3347_2,NA,2011-01-22,1,NA,1,NA,NA,246,NA,1,NA
3392_2,NA,2009-06-02,1,NA,1,NA,NA,6,NA,2,NA
3446_2,NA,2016-12-24,1,NA,1,NA,NA,6,NA,2,NA
3460_2,NA,2008-07-27,2,NA,2,NA,NA,2,NA,2,NA
3501_2,NA,2006-03-13,2,NA,2,NA,NA,6,NA,2,NA
3580_2,NA,2007-10-02,2,NA,2,NA,NA,6,NA,2,NA
3587_2,NA,2006-03-04,1,NA,1,NA,NA,6,NA,2,NA
3608_2,NA,2006-09-28,25,NA,2,NA,NA,6,NA,2,NA
3664_2,NA,2002-03-07,2,NA,2,NA,NA,6,NA,2,NA
3741_2,NA,2011-11-10,2,NA,2,NA,NA,6,NA,2,NA
3771_2,NA,2009-09-28,2,NA,2,NA,NA,6,NA,2,NA
3843_2,NA,2004-09-19,2,NA,2,NA,NA,6,NA,2,NA
3867_2,NA,2011-07-04,2,NA,2,NA,NA,6,NA,2,NA
3871_2,NA,2015-03-25,2,NA,2,NA,NA,26,NA,2,NA
3876_2,NA,2006-08-03,2,NA,2,NA,NA,2,NA,1,NA
3891_2,NA,2007-05-17,2,NA,2,NA,NA,6,NA,2,NA
3937_2,NA,2014-11-30,2,NA,2,NA,NA,6,NA,2,NA
3941_2,NA,2014-08-09,2,NA,2,NA,NA,6,NA,2,NA
3960_2,NA,2007-12-11,2,NA,2,NA,NA,6,NA,2,NA
3972_2,NA,2014-12-23,2,NA,2,NA,NA,6,NA,2,NA
4230_2,NA,2013-10-09,1,NA,1,NA,NA,7,Brazilian,1,NA
4232_2,NA,2013-07-23,1,NA,1,NA,NA,6,NA,2,NA
4241_2,NA,2011-06-04,2,NA,2,NA,NA,6,NA,2,NA
4247_2,NA,2008-11-17,2,NA,2,NA,NA,6,NA,2,NA
4252_2,NA,2013-12-26,2,NA,2,NA,NA,6,NA,2,NA
4258_2,NA,2011-03-04,1,NA,1,NA,NA,6,NA,2,NA
4284_2,NA,2013-10-01,1,NA,1,NA,NA,6,NA,2,NA
4288_2,NA,2014-11-18,2,NA,2,NA,NA,6,NA,2,NA
4300_2,NA,2009-12-21,2,NA,2,NA,NA,26,NA,2,NA
4311_2,NA,2006-03-29,2,NA,2,NA,NA,6,NA,2,NA
4317_2,NA,2006-03-29,NA,NA,2,NA,NA,6,NA,2,NA
4320_2,NA,2015-05-08,2,NA,2,NA,NA,6,NA,2,NA
4388_2,NA,2015-11-13,1,NA,1,NA,NA,6,NA,2,NA
4396_2,NA,2012-04-19,1,NA,1,NA,NA,2,NA,2,NA
4407_2,NA,2007-05-25,2,NA,2,NA,NA,46,NA,1,NA
4425_2,NA,2010-10-01,2,NA,2,NA,NA,6,NA,2,NA
4445_2,NA,2013-04-13,2,NA,2,NA,NA,6,NA,2,NA
4474_2,NA,2009-03-05,2,NA,2,NA,NA,6,NA,2,NA
4632_2,NA,2009-03-05,2,NA,2,NA,NA,6,NA,2,NA
4665_2,NA,2005-07-08,2,NA,2,NA,NA,6,NA,3,NA
4688_2,NA,2008-12-17,2,NA,2,NA,NA,6,NA,2,NA
4712_2,NA,2014-08-12,2,NA,2,NA,NA,6,NA,2,NA
4715_2,NA,2006-09-21,2,NA,2,NA,NA,6,NA,2,NA
4723_2,NA,2010-09-29,1,NA,1,NA,NA,6,NA,2,NA
4727_2,NA,2017-06-26,2,NA,2,NA,NA,6,NA,2,NA
4745_2,NA,2005-06-28,1,NA,NA,NA,NA,6,NA,2,NA
4768_2,NA,2014-07-12,2,NA,2,NA,NA,6,NA,2,NA
4771_2,NA,2013-08-20,2,NA,2,NA,NA,6,NA,2,NA
4774_2,NA,2009-09-01,1,NA,1,NA,NA,46,NA,1,NA
4776_2,NA,2008-07-30,1,NA,1,NA,NA,6,NA,2,NA
4783_2,NA,2010-04-26,1,NA,1,NA,NA,6,NA,2,NA
4784_2,NA,2007-11-06,NA,NA,1,NA,NA,2,NA,2,NA
4787_2,NA,2009-09-01,1,NA,1,NA,NA,6,NA,1,NA
4788_2,NA,2007-10-01,1,NA,1,NA,NA,6,NA,2,NA
4798_2,NA,2006-10-31,1,NA,1,NA,NA,2,NA,3,NA
4799_2,NA,2007-07-03,1,NA,1,NA,NA,26,NA,2,NA
4806_2,NA,2007-07-30,4,NA,1,NA,NA,6,NA,2,NA
4817_2,NA,2023-09-06,2,NA,2,NA,NA,46,NA,1,NA
4831_2,NA,2011-11-22,1,NA,1,NA,NA,6,NA,2,NA
4873_2,NA,2009-12-22,2,NA,2,NA,NA,6,NA,2,NA
4913_2,NA,2016-12-24,1,NA,1,NA,NA,6,NA,2,NA
4946_2,NA,2011-01-22,1,NA,1,NA,NA,26,NA,2,NA
4974_2,NA,2006-04-30,2,NA,2,NA,NA,6,NA,2,NA
5043_2,NA,2012-03-27,2,NA,2,NA,NA,6,NA,2,NA
5090_2,NA,2006-09-13,2,NA,2,NA,NA,6,NA,3,NA
5123_2,NA,2008-01-14,2,NA,2,NA,NA,6,NA,2,NA
5125_2,NA,2013-08-27,1,NA,1,NA,NA,6,NA,2,NA
5135_2,NA,2006-02-07,2,NA,2,NA,NA,6,NA,2,NA
5144_2,NA,2008-04-03,1,NA,1,NA,NA,6,NA,2,NA
5155_2,NA,2011-08-21,2,NA,2,NA,NA,6,NA,2,NA
5210_2,NA,2005-10-27,1,NA,1,NA,NA,6,NA,2,NA
5267_2,NA,2017-07-15,1,NA,1,NA,NA,6,NA,2,NA
5271_2,NA,2010-10-26,25,NA,1,NA,NA,6,NA,2,NA
5304_2,NA,2014-01-12,1,NA,1,NA,NA,2,NA,2,NA
5357_2,NA,2015-08-04,2,NA,2,NA,NA,46,NA,1,NA
5392_2,NA,2006-06-06,2,NA,2,NA,NA,6,NA,2,NA
5401_2,NA,2008-09-20,6,NA,1,NA,NA,36,NA,2,NA
5407_2,NA,2010-02-15,2,NA,2,NA,NA,6,NA,2,NA
5433_2,NA,2015-03-02,1,NA,1,NA,NA,6,NA,2,NA
5443_2,NA,2010-04-09,2,NA,2,NA,NA,6,NA,2,NA
5476_2,NA,2013-01-23,2,NA,2,NA,NA,6,NA,2,NA
5489_2,NA,2010-04-26,1,NA,1,NA,NA,6,NA,2,NA
5493_2,NA,2015-08-18,2,NA,2,NA,NA,46,NA,1,NA
5497_2,NA,2014-01-24,2,NA,2,NA,NA,6,NA,2,NA
5500_2,NA,2013-05-02,7,NA,1,NA,NA,6,NA,2,NA
2208_3,NA,2010-05-26,2,NA,2,NA,NA,26,NA,2,NA
2266_3,NA,2010-02-21,1,NA,1,NA,NA,6,NA,2,NA
2267_3,NA,2008-10-30,2,NA,2,NA,NA,6,NA,2,NA
2272_3,NA,2010-09-06,1,NA,1,NA,NA,6,NA,2,NA
2276_3,NA,2007-06-27,1,NA,1,NA,NA,6,NA,2,NA
2292_3,NA,2012-11-01,2,NA,2,NA,NA,6,NA,2,NA
2325_3,NA,2013-12-14,1,NA,1,NA,NA,6,NA,2,NA
3097_3,NA,2004-11-28,2,NA,2,NA,NA,6,NA,2,NA
3347_3,NA,2013-06-18,2,NA,2,NA,NA,246,NA,1,NA
3446_3,NA,2018-02-21,1,NA,1,NA,NA,6,NA,2,NA
3501_3,NA,2008-01-26,2,NA,2,NA,NA,6,NA,2,NA
3580_3,NA,2010-06-05,2,NA,2,NA,NA,6,NA,2,NA
3587_3,NA,2004-06-08,2,NA,2,NA,NA,6,NA,2,NA
3891_3,NA,2003-04-21,1,NA,1,NA,NA,6,NA,2,NA
3937_3,NA,2008-03-29,1,NA,1,NA,NA,6,NA,2,NA
3960_3,NA,2005-09-25,1,NA,1,NA,NA,6,NA,2,NA
4247_3,NA,2012-12-05,2,NA,2,NA,NA,6,NA,2,NA
4388_3,NA,2018-01-19,2,NA,2,NA,NA,6,NA,2,NA
4407_3,NA,2011-09-18,2,NA,2,NA,NA,6,NA,2,NA
4474_3,NA,2012-04-24,2,NA,2,NA,NA,6,NA,2,NA
4632_3,NA,2012-04-24,2,NA,2,NA,NA,6,NA,2,NA
4806_3,NA,2006-05-06,1,NA,1,NA,NA,6,NA,2,NA
4831_3,NA,2013-08-27,1,NA,1,NA,NA,6,NA,2,NA
4873_3,NA,2016-11-21,1,NA,1,NA,NA,6,NA,2,NA
4913_3,NA,2018-02-21,1,NA,1,NA,NA,6,NA,2,NA
4946_3,NA,2013-06-18,2,NA,2,NA,NA,26,NA,2,NA
5043_3,NA,2015-01-30,2,NA,2,NA,NA,6,NA,2,NA
